t,ia,ib,ic,isq,isd,vsd,vsq,ha,hb,hc,speed,angle,torque,output
7.12,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,670.7772969,6.00890076,0
7.13,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,671.7197747,6.00890076,0
7.14,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,672.6622525,6.00890076,0
7.15,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,673.6047303,6.00890076,0
7.16,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,674.5472081,6.00890076,0
7.17,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,675.4896859,6.00890076,0
7.18,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,676.4321637,6.00890076,0
7.19,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,677.3746415,6.00890076,0
7.2,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,678.3171193,6.00890076,0
7.21,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,679.2595971,6.00890076,0
7.22,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,680.2020749,6.00890076,0
7.23,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,681.1445527,6.00890076,0
7.24,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,682.0870305,6.00890076,0
7.25,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,683.0295083,6.00890076,0
7.26,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,683.9719861,6.00890076,0
7.27,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,684.9144639,6.00890076,0
7.28,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,685.8569417,6.00890076,0
7.29,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,686.7994195,6.00890076,0
7.3,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,687.7418972,6.00890076,0
7.31,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,688.684375,6.00890076,0
7.32,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,689.6268528,6.00890076,0
7.33,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,690.5693306,6.00890076,0
7.34,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,691.5118084,6.00890076,0
7.35,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,692.4542862,6.00890076,0
7.36,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,693.396764,6.00890076,0
7.37,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,694.3392418,6.00890076,0
7.38,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,695.2817196,6.00890076,0
7.39,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,696.2241974,6.00890076,0
7.4,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,697.1666752,6.00890076,0
7.41,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,698.109153,6.00890076,0
7.42,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,699.0516308,6.00890076,0
7.43,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,699.9941086,6.00890076,0
7.44,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,700.9365864,6.00890076,0
7.45,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,701.8790642,6.00890076,0
7.46,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,702.821542,6.00890076,0
7.47,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,703.7640198,6.00890076,0
7.48,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,704.7064976,6.00890076,0
7.49,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,705.6489754,6.00890076,0
7.5,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,706.5914532,6.00890076,0
7.51,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,707.533931,6.00890076,0
7.52,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,708.4764088,6.00890076,0
7.53,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,709.4188866,6.00890076,0
7.54,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,710.3613644,6.00890076,0
7.55,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,711.3038421,6.00890076,0
7.56,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,712.2463199,6.00890076,0
7.57,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,713.1887977,6.00890076,0
7.58,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,714.1312755,6.00890076,0
7.59,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,715.0737533,6.00890076,0
7.6,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,716.0162311,6.00890076,0
7.61,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,716.9587089,6.00890076,0
7.62,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,717.9011867,6.00890076,0
7.63,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,718.8436645,6.00890076,0
7.64,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,719.7861423,6.00890076,0
7.65,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,720.7286201,6.00890076,0
7.66,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,721.6710979,6.00890076,0
7.67,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,722.6135757,6.00890076,0
7.68,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,723.5560535,6.00890076,0
7.69,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,724.4985313,6.00890076,0
7.7,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,725.4410091,6.00890076,0
7.71,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,726.3834869,6.00890076,0
7.72,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,727.3259647,6.00890076,0
7.73,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,728.2684425,6.00890076,0
7.74,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,729.2109203,6.00890076,0
7.75,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,730.1533981,6.00890076,0
7.76,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,731.0958759,6.00890076,0
7.77,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,732.0383537,6.00890076,0
7.78,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,732.9808315,6.00890076,0
7.79,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,733.9233093,6.00890076,0
7.8,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,734.8657871,6.00890076,0
7.81,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,735.8082648,6.00890076,0
7.82,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,736.7507426,6.00890076,0
7.83,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,737.6932204,6.00890076,0
7.84,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,738.6356982,6.00890076,0
7.85,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,739.578176,6.00890076,0
7.86,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,740.5206538,6.00890076,0
7.87,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,741.4631316,6.00890076,0
7.88,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,742.4056094,6.00890076,0
7.89,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,743.3480872,6.00890076,0
7.9,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,744.290565,6.00890076,0
7.91,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,745.2330428,6.00890076,0
7.92,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,746.1755206,6.00890076,0
7.93,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,747.1179984,6.00890076,0
7.94,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,748.0604762,6.00890076,0
7.95,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,749.002954,6.00890076,0
7.96,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,749.9454318,6.00890076,0
7.97,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,750.8879096,6.00890076,0
7.98,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,751.8303874,6.00890076,0
7.99,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,752.7728652,6.00890076,0
8,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,753.715343,6.00890076,0
8.01,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,754.6578208,6.00890076,0
8.02,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,755.6002986,6.00890076,0
8.03,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,756.5427764,6.00890076,0
8.04,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,757.4852542,6.00890076,0
8.05,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,758.427732,6.00890076,0
8.06,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,759.3702097,6.00890076,0
8.07,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,760.3126875,6.00890076,0
8.08,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,761.2551653,6.00890076,0
8.09,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,762.1976431,6.00890076,0
8.1,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,763.1401209,6.00890076,0
8.11,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,764.0825987,6.00890076,0
8.12,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,765.0250765,6.00890076,0
8.13,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,765.9675543,6.00890076,0
8.14,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,766.9100321,6.00890076,0
8.15,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,767.8525099,6.00890076,0
8.16,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,768.7949877,6.00890076,0
8.17,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,769.7374655,6.00890076,0
8.18,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,770.6799433,6.00890076,0
8.19,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,771.6224211,6.00890076,0
8.2,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,772.5648989,6.00890076,0
8.21,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,773.5073767,6.00890076,0
8.22,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,774.4498545,6.00890076,0
8.23,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,775.3923323,6.00890076,0
8.24,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,776.3348101,6.00890076,0
8.25,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,777.2772879,6.00890076,0
8.26,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,778.2197657,6.00890076,0
8.27,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,779.1622435,6.00890076,0
8.28,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,780.1047213,6.00890076,0
8.29,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,781.0471991,6.00890076,0
8.3,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,781.9896769,6.00890076,0
8.31,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,782.9321546,6.00890076,0
8.32,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,783.8746324,6.00890076,0
8.33,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,784.8171102,6.00890076,0
8.34,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,785.759588,6.00890076,0
8.35,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,786.7020658,6.00890076,0
8.36,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,787.6445436,6.00890076,0
8.37,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,788.5870214,6.00890076,0
8.38,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,789.5294992,6.00890076,0
8.39,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,790.471977,6.00890076,0
8.4,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,791.4144548,6.00890076,0
8.41,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,792.3569326,6.00890076,0
8.42,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,793.2994104,6.00890076,0
8.43,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,794.2418882,6.00890076,0
8.44,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,795.184366,6.00890076,0
8.45,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,796.1268438,6.00890076,0
8.46,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,797.0693216,6.00890076,0
8.47,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,798.0117994,6.00890076,0
8.48,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,798.9542772,6.00890076,0
8.49,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,799.896755,6.00890076,0
8.5,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,800.8392328,6.00890076,0
8.51,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,801.7817106,6.00890076,0
8.52,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,802.7241884,6.00890076,0
8.53,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,803.6666662,6.00890076,0
8.54,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,804.609144,6.00890076,0
8.55,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,805.5516218,6.00890076,0
8.56,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,806.4940996,6.00890076,0
8.57,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,807.4365773,6.00890076,0
8.58,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,808.3790551,6.00890076,0
8.59,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,809.3215329,6.00890076,0
8.6,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,810.2640107,6.00890076,0
8.61,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,811.2064885,6.00890076,0
8.62,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,812.1489663,6.00890076,0
8.63,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,813.0914441,6.00890076,0
8.64,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,814.0339219,6.00890076,0
8.65,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,814.9763997,6.00890076,0
8.66,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,815.9188775,6.00890076,0
8.67,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,816.8613553,6.00890076,0
8.68,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,817.8038331,6.00890076,0
8.69,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,818.7463109,6.00890076,0
8.7,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,819.6887887,6.00890076,0
8.71,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,820.6312665,6.00890076,0
8.72,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,821.5737443,6.00890076,0
8.73,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,822.5162221,6.00890076,0
8.74,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,823.4586999,6.00890076,0
8.75,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,824.4011777,6.00890076,0
8.76,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,825.3436555,6.00890076,0
8.77,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,826.2861333,6.00890076,0
8.78,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,827.2286111,6.00890076,0
8.79,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,828.1710889,6.00890076,0
8.8,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,829.1135667,6.00890076,0
8.81,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,830.0560445,6.00890076,0
8.82,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,830.9985222,6.00890076,0
8.83,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,831.941,6.00890076,0
8.84,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,832.8834778,6.00890076,0
8.85,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,833.8259556,6.00890076,0
8.86,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,834.7684334,6.00890076,0
8.87,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,835.7109112,6.00890076,0
8.88,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,836.653389,6.00890076,0
8.89,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,837.5958668,6.00890076,0
8.9,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,838.5383446,6.00890076,0
8.91,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,839.4808224,6.00890076,0
8.92,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,840.4233002,6.00890076,0
8.93,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,841.365778,6.00890076,0
8.94,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,842.3082558,6.00890076,0
8.95,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,843.2507336,6.00890076,0
8.96,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,844.1932114,6.00890076,0
8.97,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,845.1356892,6.00890076,0
8.98,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,846.078167,6.00890076,0
8.99,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,847.0206448,6.00890076,0
9,-184.0284987,-20.66640404,204.6949028,25.23522421,223.9618524,118.1265292,214.583604,0,0,1,94.24777961,847.9631226,6.00890076,0
9.01,72.4040265,148.6358579,-221.0398844,25.23522421,223.9618524,118.1265292,214.583604,0,1,0,94.24777961,848.9056004,6.00890076,0
9.02,66.87632292,-219.831466,152.9551431,25.23522421,223.9618524,118.1265292,214.583604,1,0,0,94.24777961,849.8480782,6.00890076,0
9.03,-180.61219,207.0589259,-26.44673586,25.23522421,223.9618524,118.1265292,214.583604,0,1,1,94.24777961,850.790556,6.00890076,0
9.04,225.3603393,-115.1969137,-110.1634256,25.23522421,223.9618524,118.1265292,214.583604,1,1,0,94.24777961,851.7330338,6.00890076,0
